id,property_type,room_type,bathrooms,bedrooms,minimum_nights,price(in $)
6716133,Apartment,Entire home/apt,1,0,30,100
6727254,Apartment,Private room,1.5,1,30,105
6730473,Apartment,Entire home/apt,1,1,30,88
6747672,Apartment,Entire home/apt,1,1,30,219
6748645,House,Entire home/apt,2,3,4,350
6749412,Apartment,Entire home/apt,1,1,1,300
6782479,House,Entire home/apt,1,1,3,300
6793767,Apartment,Entire home/apt,1,0,31,99
6796392,House,Entire home/apt,1,2,30,185
6798145,Townhouse,Entire home/apt,1.5,2,31,110
6800168,Apartment,Entire home/apt,1,3,3,190
6822070,House,Entire home/apt,1,1,1,159
6822748,Apartment,Entire home/apt,1,1,30,260
6835302,Apartment,Entire home/apt,1,1,30,240
6835462,Condominium,Entire home/apt,1,1,30,252
6836411,Condominium,Entire home/apt,1,0,1,249
6836785,Apartment,Entire home/apt,1,0,1,193
6836928,Loft,Entire home/apt,2.5,3,30,1000
6864929,House,Entire home/apt,4,4,7,710
6870420,House,Entire home/apt,3,4,5,1000
6883183,Serviced apartment,Entire home/apt,1,1,2,195
6885422,House,Entire home/apt,2,4,4,399
6887043,Apartment,Entire home/apt,1,1,30,150
6887081,Condominium,Entire home/apt,1,2,3,350
6898334,Apartment,Entire home/apt,1,1,30,220
6911587,Apartment,Private room,1,1,2,100
6913294,House,Private room,1,1,1,90
6915497,House,Entire home/apt,1.5,3,3,400
6922612,Condominium,Entire home/apt,1,1,5,128
6926901,House,Entire home/apt,2,2,3,300
6934867,House,Entire home/apt,1,3,30,219
6934874,House,Entire home/apt,1,2,30,157
6936417,House,Entire home/apt,1,1,3,265
6938818,House,Private room,1,1,3,75
6940354,House,Private room,1,1,3,99
6940448,House,Private room,1,1,3,80
6955678,Apartment,Private room,1.5,1,30,83
6957662,Apartment,Entire home/apt,1,1,5,225
6968158,Townhouse,Private room,1,1,3,158
6970746,House,Private room,1,1,2,140
6973383,House,Private room,2,1,5,60
6973631,Apartment,Private room,1,1,2,197
6974259,House,Entire home/apt,1,2,30,170
6975064,Apartment,Entire home/apt,1,1,30,100
6985131,Guest suite,Entire home/apt,1,1,3,95
6993593,House,Private room,1.5,1,1,159
7004802,Apartment,Entire home/apt,1,2,3,245
7007759,House,Private room,1,1,7,219
7009654,House,Private room,1,1,2,75
7009791,House,Private room,2,1,3,125
7009809,House,Entire home/apt,2.5,3,30,190
7012313,House,Private room,1,1,30,93
7020637,Condominium,Entire home/apt,1,1,1,150
7022309,Condominium,Private room,1.5,1,2,88
7026287,Guest suite,Private room,1,1,2,125
7027139,Apartment,Private room,1,1,3,190
7028127,Apartment,Entire home/apt,1,4,5,250
7034114,Condominium,Private room,1.5,1,3,115
7035672,Guest suite,Entire home/apt,1,0,2,179
7038488,House,Entire home/apt,2,3,6,240
7054235,House,Private room,1,1,3,99
7065335,House,Entire home/apt,1,2,2,174
7065694,House,Entire home/apt,1,2,30,350
7067087,Bed and breakfast,Shared room,10,1,1,38
7067681,Bed and breakfast,Shared room,10,1,1,38
7068804,House,Private room,1,1,2,53
7072662,Apartment,Entire home/apt,1,0,90,132
7093018,Apartment,Private room,1,1,30,50
7111861,House,Entire home/apt,4.5,3,3,1000
7140740,House,Private room,1,1,3,129
7143032,Apartment,Private room,1,1,1,110
7146663,Condominium,Entire home/apt,1,0,3,449
7162627,Apartment,Entire home/apt,1,1,30,120
7178670,Apartment,Private room,1,1,1,239
7180020,Loft,Entire home/apt,1.5,1,4,269
7181279,Guest suite,Entire home/apt,1,0,2,125
7181655,House,Entire home/apt,3.5,4,3,875
7182761,Apartment,Private room,1,1,3,130
7196412,House,Private room,1,1,30,130
7202063,Condominium,Entire home/apt,1,1,30,249
7204761,Condominium,Entire home/apt,1,3,3,320
7217193,Apartment,Entire home/apt,1,1,2,295
7220035,Apartment,Entire home/apt,1,1,2,140
7222704,Guest suite,Entire home/apt,1,1,2,109
7226841,Apartment,Private room,1,1,30,116
7227605,Apartment,Entire home/apt,1.5,3,30,750
7227859,House,Private room,1,1,30,119
7227910,Condominium,Entire home/apt,4.5,5,5,975
7228563,House,Entire home/apt,2.5,3,7,400
7247351,Guesthouse,Entire home/apt,1,1,2,125
7247746,House,Private room,1,1,2,95
7259606,House,Private room,2,1,2,60
7259880,House,Private room,2,1,2,75
7275084,House,Private room,1,1,2,115
7281346,House,Entire home/apt,2,3,4,300
7290262,Condominium,Private room,1.5,1,2,95
7292878,House,Entire home/apt,1,1,1,155
7302136,Apartment,Entire home/apt,1,1,28,99
7309811,Loft,Entire home/apt,1,1,2,280
7309852,Apartment,Entire home/apt,1,2,3,179
7323097,Guest suite,Entire home/apt,1,2,30,120
7327920,Apartment,Entire home/apt,1,1,3,238
7329639,House,Private room,1,1,30,92
7331464,Guest suite,Entire home/apt,1,2,2,250
7340055,Apartment,Private room,1,1,3,200
7341076,House,Private room,1,1,2,90
7342996,House,Private room,1,1,4,210
7343245,Townhouse,Entire home/apt,2,4,3,900
7343277,Hostel,Shared room,10,1,1,38
7344289,Apartment,Entire home/apt,1,2,1,400
7345170,House,Private room,1,1,4,210
7345468,Guest suite,Entire home/apt,1,0,3,220
7348398,House,Private room,1,1,2,125
7360699,House,Entire home/apt,1,2,30,140
7367530,Apartment,Private room,1,1,1,110
7386838,Loft,Entire home/apt,2.5,3,2,750
7389541,House,Entire home/apt,1,1,2,250
7393518,Guest suite,Entire home/apt,1,0,2,199
7402986,House,Entire home/apt,2,3,2,275
7404181,Condominium,Entire home/apt,2,3,30,475
7437925,Townhouse,Private room,2,1,30,125
7439398,Apartment,Entire home/apt,1,1,30,339
7459197,House,Entire home/apt,2.5,3,2,565
7459988,Condominium,Entire home/apt,1,2,30,193
7478631,Guest suite,Entire home/apt,1,0,30,95
7483031,House,Entire home/apt,1,2,3,148
7493513,Apartment,Entire home/apt,1,1,30,218
7493861,Apartment,Entire home/apt,1,1,30,232
7499793,House,Private room,1,1,2,130
7514742,Guest suite,Private room,1,1,2,114
7544803,House,Entire home/apt,1,3,3,400
7547105,Condominium,Entire home/apt,1,1,3,128
7548762,Apartment,Private room,1,1,1,110
7549488,Condominium,Entire home/apt,2.5,4,2,475
7558236,House,Entire home/apt,3.5,5,3,"1,025"
7562249,Apartment,Entire home/apt,1,1,30,185
7562547,Guest suite,Entire home/apt,1,1,2,375
7564371,Apartment,Entire home/apt,1,2,3,300
7596529,House,Entire home/apt,2,3,3,625
7602795,Apartment,Entire home/apt,1,2,30,135
7612118,House,Entire home/apt,1,1,3,262
7618503,Condominium,Entire home/apt,1,1,30,200
7618833,Apartment,Entire home/apt,1,2,30,160
7637533,Loft,Shared room,1.5,1,30,45
7665362,Loft,Entire home/apt,2.5,2,2,700
7666482,Apartment,Entire home/apt,2,2,31,145
7676566,House,Entire home/apt,2,3,2,599
7680348,Apartment,Private room,1,1,2,199
7681228,Apartment,Entire home/apt,1,0,31,150
7689528,Condominium,Private room,1,1,2,188
7695697,Loft,Private room,1,1,30,65
7696468,Apartment,Entire home/apt,1,1,3,250
7697503,House,Private room,2,1,1,80
7699276,Apartment,Private room,1,2,2,175
7699710,House,Entire home/apt,2.5,3,3,450
7701360,House,Entire home/apt,3.5,3,3,995
7715542,Guest suite,Private room,1,1,1,170
7715861,Serviced apartment,Entire home/apt,2.5,2,1,"1,300"
7718075,Apartment,Private room,2,1,2,110
7726184,Apartment,Entire home/apt,1.5,2,2,275
7729217,Condominium,Private room,1,1,1,170
7754018,Condominium,Entire home/apt,1,0,1,269
7764531,Apartment,Entire home/apt,1,2,2,397
7785897,Guest suite,Entire home/apt,1,1,1,95
7788844,Apartment,Entire home/apt,2,3,2,228
7805578,House,Entire home/apt,1,1,5,299
7808104,Condominium,Entire home/apt,1,2,3,220
7810254,Condominium,Entire home/apt,1.5,2,4,320
7823272,Apartment,Entire home/apt,1,1,2,145
7825894,Apartment,Entire home/apt,1,0,30,80
7840831,Condominium,Entire home/apt,1,2,3,550
7841744,Condominium,Entire home/apt,2,1,3,265
7842771,House,Entire home/apt,2,3,30,217
7844031,Condominium,Entire home/apt,1.5,1,30,260
7854509,Apartment,Entire home/apt,1,2,3,175
7856443,Apartment,Entire home/apt,2.5,3,3,400
7859448,Apartment,Private room,2.5,2,30,180
7870535,Apartment,Entire home/apt,1,2,30,210
7873804,Apartment,Private room,1.5,1,4,400
7884875,House,Entire home/apt,2,2,5,370
7886634,Apartment,Entire home/apt,1,0,3,125
7896925,House,Entire home/apt,1,1,4,400
7897391,Hotel,Private room,1,0,2,180
7899085,Apartment,Entire home/apt,1,1,2,140
7902505,Guest suite,Entire home/apt,1,0,3,150
7902889,Loft,Shared room,1,1,30,90
7903768,Apartment,Private room,1,1,60,100
7922690,House,Private room,1,1,2,100
7923146,Apartment,Entire home/apt,1,2,2,390
7930461,Guest suite,Private room,1,1,2,109
7930685,Townhouse,Entire home/apt,1,2,2,250
7931074,Apartment,Entire home/apt,1,1,30,185
7933407,House,Entire home/apt,1,2,2,225
7933558,Apartment,Private room,1,1,30,49
7933807,House,Private room,2,2,2,200
7939511,House,Private room,1,1,2,95
7949624,House,Private room,1,1,1,127
7949668,House,Private room,1,1,1,132
7950946,House,Entire home/apt,1,2,2,350
7958214,Hotel,Private room,1,0,2,180
7958278,Hotel,Private room,1,0,2,180
7958316,Hotel,Private room,1,0,2,180
7958349,Hotel,Private room,1,0,2,180
7963103,Condominium,Entire home/apt,1,0,1,269
7968598,Apartment,Entire home/apt,1,1,3,220
7968749,Apartment,Entire home/apt,1.5,2,2,640
7972067,Apartment,Entire home/apt,1,1,2,155
7973781,House,Entire home/apt,1,2,30,255
7975011,Apartment,Private room,1,1,30,69
7982082,House,Entire home/apt,1,2,3,450
7989636,Condominium,Private room,1,1,3,140
7998215,House,Private room,1,1,1,173
8005452,Apartment,Entire home/apt,1.5,2,30,165
8018902,House,Private room,0,1,30,70
8030646,House,Private room,2,1,1,99
8033268,Hotel,Private room,1,0,2,180
8033975,Hotel,Private room,1,0,2,180
8035001,House,Entire home/apt,1,1,1,150
8041262,Condominium,Entire home/apt,2,4,3,495
8048653,House,Private room,1,1,2,120
8049455,Apartment,Entire home/apt,1,1,7,175
8051735,Townhouse,Entire home/apt,1,3,30,162
8053481,Condominium,Entire home/apt,3,3,2,250
8053887,Apartment,Entire home/apt,1,1,30,185
8055632,Guest suite,Private room,1,1,2,120
8061617,Apartment,Entire home/apt,1,1,30,299
8066789,Apartment,Private room,2,1,1125,3200
8068539,Apartment,Entire home/apt,2,3,30,199
8082364,Apartment,Entire home/apt,1,2,30,170
8084285,Hotel,Private room,1,0,2,190
8084290,Hotel,Private room,1,0,2,190
8085920,House,Private room,1,1,30,129
8086877,Apartment,Entire home/apt,1,1,30,272
8089051,Hotel,Private room,1,0,2,250
8090484,Apartment,Entire home/apt,1,1,30,100
8101297,Apartment,Private room,1.5,1,2,149
8101619,House,Entire home/apt,2,3,1,250
8102262,House,Private room,1,1,30,56
8105804,Apartment,Entire home/apt,2,2,30,301
8105974,Apartment,Entire home/apt,2,2,3,358
8117174,House,Entire home/apt,1,2,4,299
8117667,House,Private room,1,1,3,139
8119395,House,Entire home/apt,4.5,6,2,2000
8125277,House,Entire home/apt,2.5,5,30,365
8151772,House,Private room,1.5,1,30,83
8151839,House,Private room,1.5,1,30,70
8151907,House,Private room,1.5,1,30,70
8151934,House,Private room,1.5,1,30,75
8151985,Apartment,Entire home/apt,1,1,4,225
8152867,House,Private room,1,1,2,99
8155106,Condominium,Private room,1,1,1,175
8155586,House,Private room,3,4,3,410
8159544,Townhouse,Private room,1,1,13,200
8164773,Apartment,Entire home/apt,1,1,30,210
8167459,House,Private room,1,1,2,133
8172628,Apartment,Private room,1.5,1,3,140
8187584,Guest suite,Entire home/apt,1,1,1,146
8192881,Guest suite,Entire home/apt,1,1,2,150
8195090,Other,Entire home/apt,1,0,2,135
8195144,House,Private room,1,1,2,135
8202578,Condominium,Entire home/apt,1,0,1,249
8207665,House,Private room,1,2,2,204
8208052,Condominium,Entire home/apt,1,1,60,129
8209055,Apartment,Entire home/apt,1,0,3,150
8209591,Apartment,Private room,1,1,30,39
8221207,Guest suite,Private room,1,1,30,140
8241198,House,Entire home/apt,2,2,1,350
8255072,House,Private room,1,1,2,105
8270952,Bungalow,Entire home/apt,1,1,30,130
8272458,Apartment,Entire home/apt,1,1,2,259
8274904,House,Private room,1,1,2,120
8275596,House,Private room,1,1,3,104
8276309,Condominium,Private room,1,1,1,95
8277718,House,Private room,1,1,1,90
8287266,House,Private room,1,1,2,150
8290464,Guest suite,Entire home/apt,1,1,2,185
8308630,House,Private room,1,1,4,89
8328410,Apartment,Entire home/apt,1,0,30,149
8336042,Guesthouse,Entire home/apt,1,0,2,165
8336228,Guest suite,Entire home/apt,2,2,3,250
8336617,Apartment,Entire home/apt,1,1,30,110
8338986,Apartment,Entire home/apt,1,1,30,255
8340498,Apartment,Entire home/apt,1,0,31,176
8342838,Apartment,Private room,1,1,180,100
8351923,Guest suite,Entire home/apt,1,0,30,99
8352275,Hotel,Private room,1,1,1,129
8356380,Guest suite,Private room,1,1,1,98
8382187,House,Entire home/apt,1,1,1,100
8411606,House,Private room,1,1,2,135
8418067,House,Entire home/apt,3,3,30,293
8422161,Condominium,Entire home/apt,1,1,30,501
8438267,Apartment,Entire home/apt,1,2,3,195
8441614,Apartment,Entire home/apt,1,1,30,350
8456859,Guest suite,Entire home/apt,1,1,30,150
8459807,House,Private room,1,3,4,220
8461190,Apartment,Entire home/apt,1,2,30,139
8464365,Condominium,Private room,2,1,2,95
8472083,Guest suite,Private room,1,1,3,170
8472666,Apartment,Entire home/apt,1,2,2,250
8472927,Apartment,Entire home/apt,1,1,4,144
8474183,Apartment,Entire home/apt,1,1,2,177
8474452,Guest suite,Entire home/apt,1,1,2,109
8487735,Apartment,Entire home/apt,1,0,3,115
8489712,Condominium,Entire home/apt,1,0,30,110
8499631,Guest suite,Entire home/apt,1,0,2,260
8500048,Apartment,Entire home/apt,1,1,30,159
8501670,Condominium,Entire home/apt,1,1,30,246
8520295,Apartment,Entire home/apt,1,0,30,129
8524982,Townhouse,Entire home/apt,1,1,3,205
8542873,Apartment,Entire home/apt,1,1,30,138
8554141,Apartment,Private room,1,1,1,110
8556635,House,Entire home/apt,2,3,30,186
8564563,Apartment,Entire home/apt,1,2,2,220
8565105,Apartment,Private room,1,1,1,110
8568826,House,Private room,1,1,3,95
8576907,House,Entire home/apt,3,4,5,599
8578964,Loft,Entire home/apt,2,2,30,550
8584000,Apartment,Entire home/apt,1,1,30,250
8590211,Condominium,Entire home/apt,3,3,30,270
8591098,House,Entire home/apt,2.5,3,3,1000
8592609,Loft,Entire home/apt,1,1,30,140
8595304,House,Private room,1,1,2,225
8597021,House,Private room,1,1,2,103
8612967,Apartment,Entire home/apt,2,3,3,499
8646903,House,Entire home/apt,1,1,30,220
8653346,Condominium,Entire home/apt,1,1,2,200
8655125,House,Entire home/apt,4,4,4,360
8684508,Apartment,Private room,1,1,1,110
8685570,Apartment,Private room,1,1,1,110
8685652,Apartment,Private room,1,1,1,110
8685716,Apartment,Private room,1,1,1,110
8685766,Apartment,Private room,1,1,1,89
8685898,Apartment,Private room,1,1,1,40
8701367,Apartment,Entire home/apt,1,2,5,187
8713608,Apartment,Shared room,1,1,30,200
8717641,Apartment,Entire home/apt,1,1,4,185
8722927,Apartment,Private room,1,1,30,69
8733261,House,Private room,1,1,1,69
8735636,Apartment,Entire home/apt,1,2,30,550
8760949,Apartment,Entire home/apt,1,2,4,330
8762967,Guest suite,Entire home/apt,1,1,2,160
8763366,Hostel,Shared room,2,1,2,55
8763407,Hostel,Shared room,2,1,2,55
8763529,Hostel,Shared room,2,1,2,55
8763620,Hostel,Shared room,2,1,30,33
8775500,House,Private room,1,1,1,150
8793569,House,Private room,1,1,2,120
8794180,Serviced apartment,Hotel room,1.5,1,30,188
8799100,House,Entire home/apt,1,3,3,435
8800012,Condominium,Entire home/apt,2,0,1,540
8817059,House,Entire home/apt,3.5,3,3,450
8818098,Apartment,Entire home/apt,2,1,365,160
8848449,Apartment,Entire home/apt,1,1,3,120
8859249,Guest suite,Entire home/apt,1,1,2,150
8864274,House,Entire home/apt,4,6,4,1200
8869066,Guest suite,Entire home/apt,1,1,30,190
8869806,Condominium,Entire home/apt,1,1,2,155
8886022,Apartment,Entire home/apt,1,0,30,119
8889145,Condominium,Private room,1,1,1,124
8903225,Apartment,Entire home/apt,1,1,30,279
8904047,Apartment,Entire home/apt,1,1,2,155
8907289,Townhouse,Private room,1,1,1,144
8908249,Apartment,Entire home/apt,1,0,30,90
8914789,Apartment,Entire home/apt,1,1,30,229
8915995,Apartment,Entire home/apt,2,2,30,299
8916368,Apartment,Entire home/apt,1,1,30,229
8925997,Apartment,Entire home/apt,2,2,30,310
8926024,Apartment,Entire home/apt,1,2,30,270
8926150,Apartment,Entire home/apt,1,1,30,145
8941317,Condominium,Entire home/apt,3,3,1,429
8943055,Apartment,Private room,1,1,1,189
8955959,Condominium,Private room,1,1,1,125
8974563,House,Private room,1,1,2,90
8987674,House,Private room,1,1,4,186
8992582,Apartment,Private room,1,1,30,53
8993289,Hotel,Private room,1,0,2,180
8993301,Hotel,Private room,1,0,2,180
8993307,Hotel,Private room,1,0,2,180
9010937,Apartment,Entire home/apt,2,2,2,312
9021715,House,Entire home/apt,1,2,30,299
9051149,Apartment,Private room,1,1,1,99
9051457,House,Entire home/apt,4.5,4,4,445
9059999,Serviced apartment,Hotel room,1,1,30,170
9063798,Townhouse,Private room,1,1,1,115
9067632,House,Entire home/apt,1,1,1,76
9075976,House,Entire home/apt,2,3,2,164
9108108,Apartment,Entire home/apt,1,3,2,350
9110032,House,Private room,1,1,1,100
9110654,House,Entire home/apt,2,4,30,495
9110718,House,Entire home/apt,3.5,4,30,350
9118962,House,Private room,1,1,2,100
9119210,House,Private room,1,1,1,100
9119249,Boutique hotel,Private room,1,1,1,140
9127072,Apartment,Private room,1.5,1,30,48
9130888,Apartment,Entire home/apt,1,2,2,95
9150171,Apartment,Private room,1.5,1,3,99
9150423,Condominium,Private room,1,1,3,109
9150562,House,Private room,1,1,30,50
9150693,Apartment,Private room,2,1,30,65
9156193,Hotel,Private room,1,0,2,180
9157940,Hotel,Private room,1,0,1,180
9186305,Apartment,Private room,1,1,4,80
9187534,House,Private room,2,2,2,250
9188845,Townhouse,Private room,1,1,1,75
9196933,House,Private room,1,1,2,125
9197404,House,Private room,1,1,30,165
9201385,Apartment,Entire home/apt,1,0,4,200
9216997,Apartment,Entire home/apt,1,1,30,110
9231212,Apartment,Entire home/apt,1,0,85,110
9239118,Apartment,Entire home/apt,1,1,30,120
9242011,House,Private room,1,1,30,105
9256506,House,Private room,1,2,3,286
9258941,Apartment,Entire home/apt,2,4,30,275
9259176,Apartment,Entire home/apt,1.5,2,30,150
9261548,Apartment,Entire home/apt,2,3,3,400
9275385,Boutique hotel,Private room,1,1,2,144
9280940,Apartment,Entire home/apt,1,1,30,138
9295965,Guest suite,Private room,1,1,2,154
9296524,Guest suite,Entire home/apt,1,1,1,193
9298491,House,Entire home/apt,1.5,5,30,499
9309449,House,Entire home/apt,2.5,4,2,995
9316584,Boutique hotel,Private room,1,0,2,350
9328077,Apartment,Entire home/apt,2,2,3,550
9346814,House,Private room,1,1,4,250
9347891,Guest suite,Entire home/apt,1,1,3,135
9364688,Condominium,Entire home/apt,1,1,30,134
9402993,Apartment,Entire home/apt,2,3,2,550
9416254,Guest suite,Private room,1,1,2,100
9431997,Apartment,Private room,4,1,30,65
9433478,Apartment,Entire home/apt,1,2,30,175
9435665,House,Private room,1,1,1,105
9440164,Condominium,Entire home/apt,2,2,3,225
9449061,Apartment,Entire home/apt,1,3,30,225
9451291,Serviced apartment,Hotel room,1,2,30,189
9462355,Apartment,Entire home/apt,2,4,30,1150
9463113,Apartment,Private room,1,1,30,90
9464763,Condominium,Entire home/apt,2,2,5,1500
9465008,House,Entire home/apt,2.5,2,3,275
9471413,Condominium,Entire home/apt,2,2,3,250
9471416,House,Private room,1,1,1,105
9476010,Townhouse,Entire home/apt,2,3,2,650
9476849,Condominium,Private room,1,1,1,138
9477823,House,Private room,1,1,2,64
9488665,Apartment,Entire home/apt,2,4,3,750
9489347,Apartment,Entire home/apt,1,1,31,180
9491760,Apartment,Entire home/apt,2,2,30,185
9494726,Bed and breakfast,Private room,10,1,1,95
9495318,Bed and breakfast,Private room,0,1,1,95
9496930,Apartment,Entire home/apt,1,0,30,97
9497588,Bed and breakfast,Private room,10,1,1,99
9504910,Apartment,Entire home/apt,1,1,2,195
9514196,Apartment,Entire home/apt,1,0,4,499
9525734,House,Private room,1,1,2,95
9525911,Apartment,Private room,1,1,2,120
9532943,Apartment,Private room,1,1,1,129
9563163,Apartment,Private room,1,1,31,80
9587361,Guest suite,Entire home/apt,1,1,1,300
9590125,House,Private room,1,1,1,129
9593326,Apartment,Private room,1.5,1,30,80
9593505,Condominium,Entire home/apt,2.5,3,4,500
9605720,Apartment,Entire home/apt,1.5,2,30,349
9608262,Condominium,Entire home/apt,1,2,21,168
9611854,Apartment,Entire home/apt,1,1,30,140
9616042,Loft,Entire home/apt,1,1,30,139
9650878,Townhouse,Private room,1,1,1,125
9652136,House,Entire home/apt,3.5,3,3,300
9683090,Apartment,Entire home/apt,1,0,31,140
9695480,Apartment,Entire home/apt,2,3,2,499
9716652,Apartment,Private room,0.5,1,2,85
9717679,Apartment,Private room,3,1,30,60
9730358,House,Private room,1,1,2,160
9735841,Apartment,Entire home/apt,1,1,30,110
9752333,House,Entire home/apt,1,1,1,135
9752553,Apartment,Entire home/apt,1,1,31,300
9760014,House,Entire home/apt,1,2,3,145
9779327,Apartment,Entire home/apt,2,2,30,322
9779853,Apartment,Private room,1.5,1,31,80
9792467,House,Entire home/apt,2,3,30,275
9837993,Guest suite,Entire home/apt,1,1,3,185
9841955,Apartment,Entire home/apt,1,0,30,130
9844630,Apartment,Private room,1,1,30,135
9882522,Townhouse,Private room,1,1,1,97
9882716,Apartment,Entire home/apt,1,2,2,275
9903046,House,Entire home/apt,4,4,1,599
9905129,House,Entire home/apt,2,3,5,500
9909627,Condominium,Entire home/apt,1,3,30,217
9910056,Apartment,Entire home/apt,1,0,30,150
9924449,Apartment,Entire home/apt,1,2,3,165
9925099,Condominium,Entire home/apt,1.5,2,5,299
9926871,House,Private room,1,1,2,70
9937836,Apartment,Entire home/apt,1.5,2,30,168
9945149,Apartment,Entire home/apt,1,1,30,159
9949873,House,Private room,2,1,30,90
9971053,Condominium,Entire home/apt,2,2,3,200
9972077,Apartment,Entire home/apt,1,1,2,150
9974744,Condominium,Entire home/apt,1,3,30,340
9990865,Apartment,Entire home/apt,2,3,3,625
9995426,Guest suite,Entire home/apt,1,1,3,140
9996121,House,Private room,1,1,1,99
9998508,House,Entire home/apt,2,3,30,300
9998879,House,Entire home/apt,1,2,2,220
10000431,Condominium,Entire home/apt,1,1,30,210
10000523,Condominium,Private room,1,1,30,90
10023678,House,Entire home/apt,2,3,2,299
10035487,Guest suite,Entire home/apt,1,1,3,145
10040637,Apartment,Private room,1.5,1,6,133
10043166,Apartment,Entire home/apt,2,3,2,400
10052512,Apartment,Entire home/apt,2,1,3,349
10058134,Apartment,Entire home/apt,1,2,3,350
10058568,Apartment,Entire home/apt,2,2,3,215
10067187,Boutique hotel,Private room,1,1,5,125
10071349,Apartment,Entire home/apt,1,0,30,107
10071808,Apartment,Entire home/apt,1,0,30,107
10071932,Guesthouse,Entire home/apt,1,1,30,110
10088395,Apartment,Private room,2,1,2,133
10089183,Apartment,Entire home/apt,1,1,3,150
10099733,Boutique hotel,Private room,1,1,3,125
10103881,Condominium,Entire home/apt,2,2,31,250
10105531,Apartment,Entire home/apt,1,1,30,100
10105584,Apartment,Entire home/apt,1,1,4,295
10126146,Townhouse,Entire home/apt,1,1,30,195
10126716,House,Entire home/apt,1.5,4,1,500
10127523,Apartment,Entire home/apt,2,2,30,194
10137578,House,Private room,1,1,1,86
10156101,Boutique hotel,Private room,2,2,1,195
10162904,Apartment,Entire home/apt,1,1,30,110
10164802,Apartment,Entire home/apt,1,0,2,195
10187948,Apartment,Entire home/apt,2,2,30,155
10193457,Apartment,Entire home/apt,1,1,3,140
10199931,House,Entire home/apt,3,3,4,715
10227655,Apartment,Entire home/apt,2,2,3,359
10235526,Loft,Private room,1,1,3,179
10273567,House,Private room,1,1,2,126
10280888,House,Private room,1,1,2,69
10282326,Boutique hotel,Private room,2,1,5,279
10282371,Boutique hotel,Private room,1,1,5,279
10283094,Apartment,Entire home/apt,2,4,30,253
10315192,Apartment,Entire home/apt,1,2,30,106
10321776,Guest suite,Entire home/apt,1,1,1,135
10333567,House,Private room,1,1,2,98
10347570,Loft,Entire home/apt,1,1,4,165
10362654,Condominium,Entire home/apt,3,3,1,1500
10367010,Loft,Private room,1,1,1,120
10369097,House,Entire home/apt,3.5,6,1,888
10369307,House,Entire home/apt,1,2,2,167
10379560,House,Private room,1,1,2,99
10379822,House,Entire home/apt,2.5,4,4,899
10385321,Guest suite,Entire home/apt,1,1,2,100
10385906,Apartment,Entire home/apt,1,2,30,127
10389781,Apartment,Entire home/apt,1.5,2,30,180
10393552,Hotel,Private room,1,0,1,235
10406646,Apartment,Entire home/apt,1,2,30,120
10409218,House,Entire home/apt,2.5,3,3,650
10410858,Condominium,Entire home/apt,3,4,3,480
10418322,House,Private room,1,1,2,98
